Year,Year Code,ICD Sub-Chapter,ICD Sub-Chapter Code,HHS Region,HHS Region Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,22.0,714846.0,3.1
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,41.0,485334.0,8.4
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,30.0,481922.0,6.2
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,45.0,292723.0,15.4
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,46.0,264644.0,17.4
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,79.0,214020.0,36.9
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,68.0,158168.0,43
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,92.0,94398.0,97.5
2005.0,2005.0,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,37.0,45181.0,81.9
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,15-24 years,15-24,Male,M,10.0,814345.0,Unreliable
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,25-34 years,25-34,Female,F,15.0,669242.0,Unreliable
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,25-34 years,25-34,Male,M,16.0,712244.0,Unreliable
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Female,F,35.0,682460.0,5.1
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Male,M,63.0,697525.0,9
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,58.0,713514.0,8.1
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,123.0,714846.0,17.2
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,96.0,485334.0,19.8
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,145.0,481922.0,30.1
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,213.0,292723.0,72.8
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,227.0,264644.0,85.8
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,607.0,214020.0,283.6
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,531.0,158168.0,335.7
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,1433.0,94398.0,1518
2005.0,2005.0,Other forms of heart disease,I30-I51,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,677.0,45181.0,1498.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Female,F,23.0,682460.0,3.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Male,M,26.0,697525.0,3.7
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,67.0,713514.0,9.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,73.0,714846.0,10.2
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,104.0,485334.0,21.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,116.0,481922.0,24.1
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,225.0,292723.0,76.9
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,255.0,264644.0,96.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,725.0,214020.0,338.8
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,577.0,158168.0,364.8
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,1237.0,94398.0,1310.4
2005.0,2005.0,Cerebrovascular diseases,I60-I69,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,556.0,45181.0,1230.6
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,14.0,713514.0,Unreliable
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,29.0,714846.0,4.1
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,28.0,485334.0,5.8
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,56.0,481922.0,11.6
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,69.0,292723.0,23.6
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,97.0,264644.0,36.7
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,195.0,214020.0,91.1
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,225.0,158168.0,142.3
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,383.0,94398.0,405.7
2005.0,2005.0,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,172.0,45181.0,380.7
2005.0,2005.0,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,11.0,481922.0,Unreliable
2005.0,2005.0,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,15.0,264644.0,Unreliable
2005.0,2005.0,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,15.0,214020.0,Unreliable
2005.0,2005.0,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,13.0,158168.0,Unreliable
2005.0,2005.0,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,20.0,94398.0,21.2
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Female,F,10.0,682460.0,Unreliable
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Male,M,23.0,697525.0,3.3
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,33.0,713514.0,4.6
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,40.0,714846.0,5.6
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,36.0,485334.0,7.4
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,53.0,481922.0,11
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,73.0,292723.0,24.9
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,80.0,264644.0,30.2
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,230.0,214020.0,107.5
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,251.0,158168.0,158.7
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,587.0,94398.0,621.8
2005.0,2005.0,Influenza and pneumonia,J09-J18,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,302.0,45181.0,668.4
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Female,F,13.0,682460.0,Unreliable
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Male,M,13.0,697525.0,Unreliable
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,38.0,713514.0,5.3
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,67.0,714846.0,9.4
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,171.0,485334.0,35.2
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,225.0,481922.0,46.7
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,448.0,292723.0,153
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,500.0,264644.0,188.9
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,723.0,214020.0,337.8
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,869.0,158168.0,549.4
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,543.0,94398.0,575.2
2005.0,2005.0,Chronic lower respiratory diseases,J40-J47,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,466.0,45181.0,1031.4
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,11.0,714846.0,Unreliable
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,17.0,481922.0,Unreliable
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,13.0,292723.0,Unreliable
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,32.0,264644.0,12.1
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,84.0,214020.0,39.2
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,110.0,158168.0,69.5
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,124.0,94398.0,131.4
2005.0,2005.0,Lung diseases due to external agents,J60-J70,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,138.0,45181.0,305.4
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,11.0,714846.0,Unreliable
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,19.0,485334.0,Unreliable
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,27.0,481922.0,5.6
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,53.0,292723.0,18.1
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,55.0,264644.0,20.8
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,88.0,214020.0,41.1
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,110.0,158168.0,69.5
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,68.0,94398.0,72
2005.0,2005.0,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,63.0,45181.0,139.4
2005.0,2005.0,Other diseases of pleura,J90-J94,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,11.0,94398.0,Unreliable
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,10.0,485334.0,Unreliable
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,23.0,292723.0,7.9
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,22.0,264644.0,8.3
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,28.0,214020.0,13.1
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,26.0,158168.0,16.4
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,45.0,94398.0,47.7
2005.0,2005.0,Other diseases of the respiratory system,J96-J98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,18.0,45181.0,Unreliable
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,15.0,714846.0,Unreliable
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,11.0,292723.0,Unreliable
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,11.0,264644.0,Unreliable
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,39.0,214020.0,18.2
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,36.0,158168.0,22.8
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,58.0,94398.0,61.4
2005.0,2005.0,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,36.0,45181.0,79.7
2005.0,2005.0,Hernia,K40-K46,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,11.0,214020.0,Unreliable
2005.0,2005.0,Hernia,K40-K46,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,11.0,94398.0,Unreliable
2005.0,2005.0,Noninfective enteritis and colitis,K50-K52,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,10.0,264644.0,Unreliable
2005.0,2005.0,Noninfective enteritis and colitis,K50-K52,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,14.0,158168.0,Unreliable
2005.0,2005.0,Noninfective enteritis and colitis,K50-K52,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,25.0,94398.0,26.5
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,15.0,714846.0,Unreliable
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,32.0,485334.0,6.6
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,21.0,481922.0,4.4
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,52.0,292723.0,17.8
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,47.0,264644.0,17.8
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,124.0,214020.0,57.9
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,70.0,158168.0,44.3
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,172.0,94398.0,182.2
2005.0,2005.0,Other diseases of intestines,K55-K63,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,74.0,45181.0,163.8
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,25-34 years,25-34,Male,M,20.0,712244.0,2.8
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Female,F,44.0,682460.0,6.4
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,35-44 years,35-44,Male,M,80.0,697525.0,11.5
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Female,F,108.0,713514.0,15.1
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,235.0,714846.0,32.9
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,87.0,485334.0,17.9
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,210.0,481922.0,43.6
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,95.0,292723.0,32.5
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,111.0,264644.0,41.9
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,79.0,214020.0,36.9
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,83.0,158168.0,52.5
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,28.0,94398.0,29.7
2005.0,2005.0,Diseases of liver,K70-K76,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,22.0,45181.0,48.7
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,45-54 years,45-54,Male,M,18.0,714846.0,Unreliable
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Male,M,17.0,481922.0,Unreliable
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,19.0,292723.0,Unreliable
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,15.0,264644.0,Unreliable
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,36.0,214020.0,16.8
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,39.0,158168.0,24.7
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,50.0,94398.0,53
2005.0,2005.0,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,20.0,45181.0,44.3
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Female,F,10.0,292723.0,Unreliable
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,65-74 years,65-74,Male,M,12.0,264644.0,Unreliable
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,29.0,214020.0,13.6
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Male,M,40.0,158168.0,25.3
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,87.0,94398.0,92.2
2005.0,2005.0,Other diseases of the digestive system,K90-K92,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Male,M,39.0,45181.0,86.3
2005.0,2005.0,Infections of the skin and subcutaneous tissue,L00-L08,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,19.0,94398.0,Unreliable
2005.0,2005.0,Other disorders of the skin and subcutaneous tissue,L80-L98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,75-84 years,75-84,Female,F,13.0,214020.0,Unreliable
2005.0,2005.0,Other disorders of the skin and subcutaneous tissue,L80-L98,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,85+ years,85+,Female,F,11.0,94398.0,Unreliable
2005.0,2005.0,Arthropathies,M00-M25,"HHS Region #8  CO, MT, ND, SD, UT, WY",HHS8,55-64 years,55-64,Female,F,10.0,485334.0,Unreliable
