Notes,Year,Year Code,ICD Sub-Chapter,ICD Sub-Chapter Code,HHS Region,HHS Region Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2005,2005,Other disorders of the nervous system,G90-G98,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,28,410831,6.8
,2005,2005,Other disorders of the nervous system,G90-G98,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,45,384116,11.7
,2005,2005,Other disorders of the nervous system,G90-G98,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,51,265772,19.2
,2005,2005,Other disorders of the nervous system,G90-G98,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,32,184344,17.4
,2005,2005,Other disorders of the nervous system,G90-G98,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,21,76707,27.4
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,25,478636,5.2
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,12,410831,Unreliable
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,43,384116,11.2
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,25,265772,9.4
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,67,184344,36.3
,2005,2005,Chronic rheumatic heart diseases,I05-I09,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,16,76707,Unreliable
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Female,F,10,814373,Unreliable
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Male,M,13,825597,Unreliable
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,20,920419,2.2
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,45,919706,4.9
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,50,970760,5.2
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,98,954776,10.3
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,62,705063,8.8
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,107,670598,16
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,96,478636,20.1
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,130,410831,31.6
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,329,384116,85.7
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,207,265772,77.9
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,784,184344,425.3
,2005,2005,Hypertensive diseases,I10-I15,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,267,76707,348.1
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Female,F,12,814373,Unreliable
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Male,M,35,825597,4.2
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,89,920419,9.7
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,277,919706,30.1
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,311,970760,32
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,930,954776,97.4
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,531,705063,75.3
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,1515,670598,225.9
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,1140,478636,238.2
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,2064,410831,502.4
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,2862,384116,745.1
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,3436,265772,1292.8
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,5475,184344,2970
,2005,2005,Ischaemic heart diseases,I20-I25,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,3128,76707,4077.9
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,17,920419,Unreliable
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,21,919706,2.3
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,34,970760,3.5
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,39,954776,4.1
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,55,705063,7.8
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,39,670598,5.8
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,88,478636,18.4
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,76,410831,18.5
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,121,384116,31.5
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,71,265772,26.7
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,154,184344,83.5
,2005,2005,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,49,76707,63.9
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,15-24 years,15-24,Female,F,11,963697,Unreliable
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,15-24 years,15-24,Male,M,24,1008227,2.4
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Female,F,19,814373,Unreliable
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Male,M,46,825597,5.6
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,49,920419,5.3
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,86,919706,9.4
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,117,970760,12.1
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,215,954776,22.5
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,205,705063,29.1
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,333,670598,49.7
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,405,478636,84.6
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,489,410831,119
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,1208,384116,314.5
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,1078,265772,405.6
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,2626,184344,1424.5
,2005,2005,Other forms of heart disease,I30-I51,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,1164,76707,1517.5
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Female,F,13,814373,Unreliable
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Male,M,17,825597,Unreliable
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,42,920419,4.6
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,36,919706,3.9
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,139,970760,14.3
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,150,954776,15.7
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,197,705063,27.9
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,248,670598,37
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,429,478636,89.6
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,468,410831,113.9
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,1402,384116,365
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,1109,265772,417.3
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,2569,184344,1393.6
,2005,2005,Cerebrovascular diseases,I60-I69,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,968,76707,1261.9
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,10,920419,Unreliable
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,15,919706,Unreliable
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,17,970760,Unreliable
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,35,954776,3.7
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,44,705063,6.2
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,91,670598,13.6
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,105,478636,21.9
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,192,410831,46.7
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,356,384116,92.7
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,369,265772,138.8
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,684,184344,371
,2005,2005,"Diseases of arteries, arterioles and capillaries",I70-I78,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,344,76707,448.5
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,12,970760,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,10,954776,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,14,670598,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,11,478636,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,19,410831,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,19,384116,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,17,265772,Unreliable
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,44,184344,23.9
,2005,2005,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,11,76707,Unreliable
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,25-34 years,25-34,Male,M,10,825597,Unreliable
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,24,920419,2.6
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,26,919706,2.8
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,30,970760,3.1
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,49,954776,5.1
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,62,705063,8.8
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,77,670598,11.5
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,129,478636,27
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,168,410831,40.9
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,476,384116,123.9
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,480,265772,180.6
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,1294,184344,701.9
,2005,2005,Influenza and pneumonia,J09-J18,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,672,76707,876.1
,2005,2005,Other acute lower respiratory infections,J20-J22,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,10,184344,Unreliable
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Female,F,17,920419,Unreliable
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,35-44 years,35-44,Male,M,24,919706,2.6
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,87,970760,9
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,104,954776,10.9
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,299,705063,42.4
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,355,670598,52.9
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,792,478636,165.5
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,895,410831,217.9
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,1409,384116,366.8
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,1487,265772,559.5
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,1021,184344,553.9
,2005,2005,Chronic lower respiratory diseases,J40-J47,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,786,76707,1024.7
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,10,970760,Unreliable
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,16,954776,Unreliable
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,19,705063,Unreliable
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,28,670598,4.2
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,33,478636,6.9
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,49,410831,11.9
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,140,384116,36.4
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,177,265772,66.6
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,268,184344,145.4
,2005,2005,Lung diseases due to external agents,J60-J70,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,223,76707,290.7
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Female,F,12,970760,Unreliable
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,20,954776,2.1
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,35,705063,5
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,48,670598,7.2
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,76,478636,15.9
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,111,410831,27
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,157,384116,40.9
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,197,265772,74.1
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,133,184344,72.1
,2005,2005,Other respiratory diseases principally affecting the interstitium,J80-J84,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,84,76707,109.5
,2005,2005,Other diseases of pleura,J90-J94,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,15,184344,Unreliable
,2005,2005,Other diseases of pleura,J90-J94,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,14,76707,Unreliable
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,10,705063,Unreliable
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,12,670598,Unreliable
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,29,478636,6.1
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,35,410831,8.5
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,50,384116,13
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,40,265772,15.1
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,55,184344,29.8
,2005,2005,Other diseases of the respiratory system,J96-J98,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,26,76707,33.9
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,45-54 years,45-54,Male,M,22,954776,2.3
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Female,F,18,705063,Unreliable
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,55-64 years,55-64,Male,M,13,670598,Unreliable
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,22,478636,4.6
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,15,410831,Unreliable
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,66,384116,17.2
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,59,265772,22.2
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,103,184344,55.9
,2005,2005,"Diseases of oesophagus, stomach and duodenum",K20-K31,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,50,76707,65.2
,2005,2005,Hernia,K40-K46,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,18,384116,Unreliable
,2005,2005,Hernia,K40-K46,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,12,265772,Unreliable
,2005,2005,Hernia,K40-K46,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,27,184344,14.6
,2005,2005,Hernia,K40-K46,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,12,76707,Unreliable
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Female,F,10,478636,Unreliable
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,65-74 years,65-74,Male,M,10,410831,Unreliable
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Female,F,31,384116,8.1
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,75-84 years,75-84,Male,M,19,265772,Unreliable
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Female,F,42,184344,22.8
,2005,2005,Noninfective enteritis and colitis,K50-K52,"HHS Region #7  IA, KS, MO, NE",HHS7,85+ years,85+,Male,M,13,76707,Unreliable
