"Notes"	"Year"	"Year Code"	"HHS Region"	"HHS Region Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"55-64 years"	"55-64"	"Male"	"M"	53	907245	5.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"65-74 years"	"65-74"	"Female"	"F"	54	680185	7.9
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"65-74 years"	"65-74"	"Male"	"M"	108	612695	17.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"75-84 years"	"75-84"	"Female"	"F"	106	377008	28.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"75-84 years"	"75-84"	"Male"	"M"	226	290863	77.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"85+ years"	"85+"	"Female"	"F"	258	208329	123.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Lung diseases due to external agents"	"J60-J70"	"85+ years"	"85+"	"Male"	"M"	300	108946	275.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"45-54 years"	"45-54"	"Female"	"F"	14	864941	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"45-54 years"	"45-54"	"Male"	"M"	13	858540	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"55-64 years"	"55-64"	"Female"	"F"	40	950814	4.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"55-64 years"	"55-64"	"Male"	"M"	53	907245	5.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"65-74 years"	"65-74"	"Female"	"F"	102	680185	15.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"65-74 years"	"65-74"	"Male"	"M"	149	612695	24.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"75-84 years"	"75-84"	"Female"	"F"	138	377008	36.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"75-84 years"	"75-84"	"Male"	"M"	220	290863	75.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"85+ years"	"85+"	"Female"	"F"	167	208329	80.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	"85+ years"	"85+"	"Male"	"M"	150	108946	137.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of pleura"	"J90-J94"	"65-74 years"	"65-74"	"Male"	"M"	12	612695	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of pleura"	"J90-J94"	"75-84 years"	"75-84"	"Female"	"F"	12	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of pleura"	"J90-J94"	"85+ years"	"85+"	"Female"	"F"	22	208329	10.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of pleura"	"J90-J94"	"85+ years"	"85+"	"Male"	"M"	20	108946	18.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"35-44 years"	"35-44"	"Female"	"F"	10	841977	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"45-54 years"	"45-54"	"Female"	"F"	18	864941	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"45-54 years"	"45-54"	"Male"	"M"	21	858540	2.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"55-64 years"	"55-64"	"Female"	"F"	64	950814	6.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"55-64 years"	"55-64"	"Male"	"M"	62	907245	6.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"65-74 years"	"65-74"	"Female"	"F"	129	680185	19.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"65-74 years"	"65-74"	"Male"	"M"	114	612695	18.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"75-84 years"	"75-84"	"Female"	"F"	142	377008	37.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"75-84 years"	"75-84"	"Male"	"M"	136	290863	46.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"85+ years"	"85+"	"Female"	"F"	231	208329	110.9
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the respiratory system"	"J96-J98"	"85+ years"	"85+"	"Male"	"M"	124	108946	113.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"55-64 years"	"55-64"	"Male"	"M"	23	907245	2.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"65-74 years"	"65-74"	"Female"	"F"	26	680185	3.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"65-74 years"	"65-74"	"Male"	"M"	29	612695	4.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"75-84 years"	"75-84"	"Female"	"F"	51	377008	13.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"75-84 years"	"75-84"	"Male"	"M"	34	290863	11.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"85+ years"	"85+"	"Female"	"F"	100	208329	48.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	"85+ years"	"85+"	"Male"	"M"	54	108946	49.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Hernia"	"K40-K46"	"65-74 years"	"65-74"	"Female"	"F"	10	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Hernia"	"K40-K46"	"75-84 years"	"75-84"	"Female"	"F"	19	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Hernia"	"K40-K46"	"75-84 years"	"75-84"	"Male"	"M"	10	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Hernia"	"K40-K46"	"85+ years"	"85+"	"Female"	"F"	33	208329	15.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Hernia"	"K40-K46"	"85+ years"	"85+"	"Male"	"M"	17	108946	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Noninfective enteritis and colitis"	"K50-K52"	"85+ years"	"85+"	"Female"	"F"	11	208329	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"45-54 years"	"45-54"	"Female"	"F"	13	864941	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"45-54 years"	"45-54"	"Male"	"M"	21	858540	2.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"55-64 years"	"55-64"	"Female"	"F"	57	950814	6.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"55-64 years"	"55-64"	"Male"	"M"	49	907245	5.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"65-74 years"	"65-74"	"Female"	"F"	142	680185	20.9
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"65-74 years"	"65-74"	"Male"	"M"	97	612695	15.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"75-84 years"	"75-84"	"Female"	"F"	206	377008	54.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"75-84 years"	"75-84"	"Male"	"M"	113	290863	38.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"85+ years"	"85+"	"Female"	"F"	302	208329	145.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of intestines"	"K55-K63"	"85+ years"	"85+"	"Male"	"M"	132	108946	121.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of peritoneum"	"K65-K66"	"55-64 years"	"55-64"	"Female"	"F"	11	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of peritoneum"	"K65-K66"	"65-74 years"	"65-74"	"Female"	"F"	13	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of peritoneum"	"K65-K66"	"75-84 years"	"75-84"	"Female"	"F"	10	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of peritoneum"	"K65-K66"	"75-84 years"	"75-84"	"Male"	"M"	12	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of peritoneum"	"K65-K66"	"85+ years"	"85+"	"Female"	"F"	15	208329	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"25-34 years"	"25-34"	"Female"	"F"	21	911794	2.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"25-34 years"	"25-34"	"Male"	"M"	29	944014	3.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"35-44 years"	"35-44"	"Female"	"F"	64	841977	7.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"35-44 years"	"35-44"	"Male"	"M"	85	853125	10.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"45-54 years"	"45-54"	"Female"	"F"	128	864941	14.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"45-54 years"	"45-54"	"Male"	"M"	253	858540	29.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"55-64 years"	"55-64"	"Female"	"F"	252	950814	26.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"55-64 years"	"55-64"	"Male"	"M"	420	907245	46.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"65-74 years"	"65-74"	"Female"	"F"	191	680185	28.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"65-74 years"	"65-74"	"Male"	"M"	299	612695	48.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"75-84 years"	"75-84"	"Female"	"F"	141	377008	37.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"75-84 years"	"75-84"	"Male"	"M"	161	290863	55.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"85+ years"	"85+"	"Female"	"F"	71	208329	34.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Diseases of liver"	"K70-K76"	"85+ years"	"85+"	"Male"	"M"	59	108946	54.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"25-34 years"	"25-34"	"Male"	"M"	14	944014	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"45-54 years"	"45-54"	"Male"	"M"	22	858540	2.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"55-64 years"	"55-64"	"Female"	"F"	16	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"55-64 years"	"55-64"	"Male"	"M"	51	907245	5.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"65-74 years"	"65-74"	"Female"	"F"	36	680185	5.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"65-74 years"	"65-74"	"Male"	"M"	45	612695	7.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"75-84 years"	"75-84"	"Female"	"F"	47	377008	12.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"75-84 years"	"75-84"	"Male"	"M"	63	290863	21.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"85+ years"	"85+"	"Female"	"F"	82	208329	39.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	"85+ years"	"85+"	"Male"	"M"	51	108946	46.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"45-54 years"	"45-54"	"Male"	"M"	14	858540	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"55-64 years"	"55-64"	"Female"	"F"	17	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"55-64 years"	"55-64"	"Male"	"M"	42	907245	4.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"65-74 years"	"65-74"	"Female"	"F"	40	680185	5.9
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"65-74 years"	"65-74"	"Male"	"M"	44	612695	7.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"75-84 years"	"75-84"	"Female"	"F"	49	377008	13.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"75-84 years"	"75-84"	"Male"	"M"	66	290863	22.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"85+ years"	"85+"	"Female"	"F"	160	208329	76.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other diseases of the digestive system"	"K90-K92"	"85+ years"	"85+"	"Male"	"M"	96	108946	88.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"55-64 years"	"55-64"	"Female"	"F"	11	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"55-64 years"	"55-64"	"Male"	"M"	15	907245	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"65-74 years"	"65-74"	"Female"	"F"	14	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"65-74 years"	"65-74"	"Male"	"M"	12	612695	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"75-84 years"	"75-84"	"Female"	"F"	15	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"75-84 years"	"75-84"	"Male"	"M"	19	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"85+ years"	"85+"	"Female"	"F"	26	208329	12.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	"85+ years"	"85+"	"Male"	"M"	20	108946	18.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	"65-74 years"	"65-74"	"Female"	"F"	12	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	"75-84 years"	"75-84"	"Female"	"F"	17	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	"85+ years"	"85+"	"Female"	"F"	13	208329	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"55-64 years"	"55-64"	"Female"	"F"	12	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"65-74 years"	"65-74"	"Female"	"F"	22	680185	3.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"65-74 years"	"65-74"	"Male"	"M"	16	612695	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"75-84 years"	"75-84"	"Female"	"F"	40	377008	10.6
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"75-84 years"	"75-84"	"Male"	"M"	17	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"85+ years"	"85+"	"Female"	"F"	46	208329	22.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Arthropathies"	"M00-M25"	"85+ years"	"85+"	"Male"	"M"	22	108946	20.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Systemic connective tissue disorders"	"M30-M35"	"55-64 years"	"55-64"	"Female"	"F"	18	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Systemic connective tissue disorders"	"M30-M35"	"65-74 years"	"65-74"	"Female"	"F"	44	680185	6.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Systemic connective tissue disorders"	"M30-M35"	"75-84 years"	"75-84"	"Female"	"F"	29	377008	7.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Systemic connective tissue disorders"	"M30-M35"	"75-84 years"	"75-84"	"Male"	"M"	10	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Systemic connective tissue disorders"	"M30-M35"	"85+ years"	"85+"	"Female"	"F"	24	208329	11.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dorsopathies"	"M40-M54"	"65-74 years"	"65-74"	"Female"	"F"	12	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dorsopathies"	"M40-M54"	"75-84 years"	"75-84"	"Male"	"M"	15	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dorsopathies"	"M40-M54"	"85+ years"	"85+"	"Female"	"F"	21	208329	10.1
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dorsopathies"	"M40-M54"	"85+ years"	"85+"	"Male"	"M"	14	108946	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"55-64 years"	"55-64"	"Female"	"F"	11	950814	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"55-64 years"	"55-64"	"Male"	"M"	13	907245	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"65-74 years"	"65-74"	"Female"	"F"	14	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"65-74 years"	"65-74"	"Male"	"M"	16	612695	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"75-84 years"	"75-84"	"Female"	"F"	13	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"85+ years"	"85+"	"Female"	"F"	30	208329	14.4
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Soft tissue disorders"	"M60-M79"	"85+ years"	"85+"	"Male"	"M"	14	108946	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"55-64 years"	"55-64"	"Male"	"M"	20	907245	2.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"65-74 years"	"65-74"	"Female"	"F"	10	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"65-74 years"	"65-74"	"Male"	"M"	14	612695	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"75-84 years"	"75-84"	"Female"	"F"	20	377008	5.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"75-84 years"	"75-84"	"Male"	"M"	21	290863	7.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"85+ years"	"85+"	"Female"	"F"	59	208329	28.3
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Osteopathies and chondropathies"	"M80-M94"	"85+ years"	"85+"	"Male"	"M"	27	108946	24.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal tubulo-interstitial diseases"	"N10-N15"	"65-74 years"	"65-74"	"Female"	"F"	10	680185	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal tubulo-interstitial diseases"	"N10-N15"	"75-84 years"	"75-84"	"Female"	"F"	13	377008	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal tubulo-interstitial diseases"	"N10-N15"	"75-84 years"	"75-84"	"Male"	"M"	13	290863	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal tubulo-interstitial diseases"	"N10-N15"	"85+ years"	"85+"	"Female"	"F"	12	208329	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"35-44 years"	"35-44"	"Female"	"F"	11	841977	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"35-44 years"	"35-44"	"Male"	"M"	19	853125	Unreliable
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"45-54 years"	"45-54"	"Female"	"F"	41	864941	4.7
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"45-54 years"	"45-54"	"Male"	"M"	56	858540	6.5
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"55-64 years"	"55-64"	"Female"	"F"	124	950814	13.0
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"55-64 years"	"55-64"	"Male"	"M"	171	907245	18.8
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"65-74 years"	"65-74"	"Female"	"F"	219	680185	32.2
	"2017"	"2017"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Renal failure"	"N17-N19"	"65-74 years"	"65-74"	"Male"	"M"	292	612695	47.7
